comment_text,label
"I hope you have ""business class"" seats there !!! Hahaha",CAG
Muslim also believes in BJP ... !! I love you sir ... har har modi ghar ghar modi,NAG
Take then BURNAL,CAG
"Take a look at these 10 instances, when the Internet keeps laughing.",NAG
SRS Ltd? How is the 5 year horizon?,NAG
"Even admired by people in the country and abroad, Rajan refused to continue for the second term as governor of RBI. Why then do politicians not do the same and renounce their positions by refusing to participate in elections after the elections? It is not absurd to say that by serving the masses they contest elections by sitting in a wheelchair or walking with one's hand on someone's shoulder.",NAG
"Suzlon posted good results this time, is it a change story now?
and what is the view near the term?",NAG
"Let's go fight against Mary ... Let's go to the stage ... Let's prove that Whove is the champion ... Meet the legendary Face Book fighter
Shiva Shiva Shiva Shiva Shiva Shivaya ... Ecstasy of Shiva. celebrating the best",NAG
No action in the shyam benegal report ... shows much about 'Governance' ...!,CAG
You are very religious ...,NAG
"If you want to know more about the country ... you are talking about the country's support for the support of your country, so do some research. It is very important that you have a logo.",CAG
"What trash? What are they supposed to do? Close your operations? Should not they make money, reinvest it in innovation for next-generation products and create value for shareholders? If they had to do total charity, what is their incentive to take risks and start a business? And how are they prospering in misery? I think they are giving wonderful platform and exit and that there is a rest and civil order due to digital platforms ... Are you ""didi"" or ""khujli"" disguised as whatever your profile name says? Only they can talk such idiotic things",OAG
thumb up ... now I can proudly say that women are actually toes with men ... there is no difference.,NAG
You also say why people should vote for AAP ...? Who calls it an honest party ... every two days they are involved in scandals ... If one speaks badly of someone every day can not wait for support ... BJP wanted to show the real face of AAP to the people of Delhi and he has shown ...,NAG
I think they both ruined the money now that they're not going to play,NAG
".
The politics of WB is ugly and is at the lowest point of public behavior: if Mamata removes the 'bamboo' from the public platform, some names of nincompoop calls: 'chakkaa' to CM!
.
You get what you sow!
🥊🌶👞",OAG
"Now Keynes is remembered because Dr. Manmohan Singh quoted him in Parliament. In that sense, all other quotes from famous economists must be shared and relevant even today. There are so many economic ideas from the past that are neither futuristic nor relevant in today's world.",NAG
What the hell. How can they compare an expensive looking bicycle with a bold and beautiful Enfield.,OAG
"Bjp has shown Uddhav itz place! 😂😂
Lions tamed by #Namo 😎",OAG
"We Keralites love and respect every religion and culture. Regardless of religion and political preferences, everyone in the state will be against this fascism. If BJP really wants a political position in Kerala, then they have to follow our rules. Seriously, this kind of tricks will not work with us.",OAG
Real steel man like Sardar Vallabhbhai patel best PM ever,NAG
I do not understand if young people should get a good education or become delinquents to join any political party.,CAG
"This type of Media, divides India.
They are as responsible as the separatists of Kashmir.",OAG
This happened when civilians were fighting for cows and azaan.,CAG
Tiger is always good ... proud to be gujju modiji .... u r d gretttt ....,CAG
"The demonization brings a change to the successful candidate selected in the next election of Punjab, UP, Manipur, Goa",CAG
Is the average limit a good place to invest?,NAG
Who is this idiot without work? What are your achievements?,OAG
"http://indianexpress.com/article/india/fatwa-issued-against-reality-singing-star-nahid-afrin-by-42-clerics-4569825/

Dear Indian Express,
I'm sorry to write that your journalists are there to misinterpret events and present them in a distorted way just to make some sensationalist headlines. The news about the next singer Nahid Afreen have been prepared without proper investigation and investigation. It was very sad to see that your journalists do not even know the difference between fatwa and appeal.
A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) at the request of someone who can not understand the religious guidelines, while the leaflet that is being distributed and presented as Fatwa is only a hard copy of a signed appeal by 46 men who believe in religious practices. The merit of the appeal can be discussed for many reasons and in many dimensions, but first of all, an appeal can not be called a legal opinion (Fatwa).
We await an apology from you for such an error.",CAG
"In this jungle raj anyone can take the law into their hands and loot and murder. What does this have to do with the freedom movement? Obviously, she does not know anything about the advance of freedom. The types who call themselves nationalists today are becoming British.",OAG
Kerala in state n. ° 1 in almost all indexes. Check and find for yourself,NAG
Totally cheap advertising because you have a lack of work,OAG
Natak poetry man,NAG
"sanjay bro ... your logic is correct ... In a country like India where many people who live in religion have the right to carry out their religion, it can annoy others ... But we do not have to use them badly and use them the correct way. ... azaan call apprx The 2 minute call is fine, but using a loud speaker is not the right thing to do. In the same way we can notice others using speakers for their festivals, prayers throughout the day that will annoy children, the elderly and patients, and also the environment ... but many are not watching those problems ...",CAG
"For these people, the life of cows is more important than human life .......",CAG
Doggy should be sent to Pakistan for talks with Hafeez Massood Ajhar Isis and Dawood. They will send it to their dear osamaji,OAG
"Dr. Raghu Ram Rajan was, without doubt, an intellectual and a genius. That is the reason why he became the governor of RBI of the Indies. But when it comes to performance, I think, he could not deliver what India expected from him. He took over RBI when India was on a take-off line. But the governor did not press the accelerator. I think he was keeping his feet on the brake.
All geniuses are negatively oriented.",NAG
"Your political point of view is not really important, go to Quora and answer questions related to how to make triplets.
😂😂😂😂😂😈",CAG
"No, they can not stand",OAG
Steven is showing that his present is in trouble ... as he never knew who he was and dug tis !!!!,CAG
I hope it takes the tata to a new level. #chandrasekaran #TATA,NAG
* pseudo secularism,NAG
thanks Mr. Eric for your kind support,NAG
Do not make such radical claims corroborating facts that the prime minister had made audacious changes that no one has made before demonetization is one of those,CAG
"If there is no participation of the Pak Army, then they must trap the perpetrators and deliver them to the Indian army. Just shedding crocodile tears is not a good omen.",CAG
1st arrest then gathers evidence in 12 years. Ruins youth life policy for Muslims.,OAG
But Bhajan starts every day at 5 pm near my house! Why should I say about it? They use loudspeaker louder than the Azan speaker! Should they stop playing bhajan on speakers?,CAG
"Now, resigning and changing jobs is the most remunerative. It will do more jumping work.",NAG
"In order to fail we have to succeed. So the kids learn my date. Leave this whole quote: ""punish the punishment"", ""reward the reward"".",NAG
"When you read the previous report carefully, it shows that the mother's age is 20 and the daughter of 4 ... that means that she had her daughter when she was a teenager herself ... there are no healthy people to do that ... one is not eligible at 20 years to take care of a small child 24 * 7 ... is not the norm of the world today ... I want to be free ... enjoy life and not be able to do that generates frustration in them ... and then the result is this ... I know that the frustration and choice you made to be a young mother ... does not mean you lose your cool to kick the baby ... and eventually kill her. .. sad ... .

Please, these are my thoughts ... if you do not agree, do not hesitate to scroll down
...Keep happy...",CAG
"for the nut teacher
when you inhale oxygen you have to exhale carbon di oxide --- benjamin nut, do not leave the grave, go back to the grave ... of the liquidation of the ghost hunter in drops",NAG
"After absorbing the Asian scare today, it would be interesting to see what Mr. Market does now. Today has been a tremendous recovery capacity ... Ur's opinions on the market pls?",NAG
Indian Express modi hater,OAG
It makes the difference when one thing has to face in the routine and one that is only for the Festival.,CAG
The biggest booty in the history of India. Ask Modi ji to declare where the BJP Funding comes from if it is not black money that makes it blank because they do not need to give any proof of where this money comes from! 😡😡😡😡😡 Modi is false and great hypocrite,OAG
We give you a place to live and now you speak against Pak. I am also from the Afghan tribe. I hate India and Afghani like you. Go to hell Ahmedzai,OAG
This is not culture ... this is immoral images that represent the unhealthy mentality of the artist about women,OAG
"Rohitji, please stop the speaker of the Congress, because every debate disturbs the debate, already exposed by the people of India, why are they given importance?",CAG
"My congratulations to you, sir. No parent should go through what is happening at this time. It is difficult for people to understand that all parents want the best for their children. No father wants to be labeled as the father of a terrorist. My call to each and every citizen is that they do not criticize or hold this family responsible. Seeing what the young generation is currently influenced by him, it is not the fault of the parents, but of the young people themselves, since they believe in Jehad, they get rid of everything and have the firm conviction that they are right and everyone else is wrong . Unfortunately, they do not have the patience to demonstrate against the system peacefully. The weapons never solved any problem. The weapons will take you to your grave sooner or later.",CAG
"This was China's response to the accusations of the United States: ""That does not exist at all""",CAG
does modi have guts to take out the black money of adani and trust grp,OAG
Then they are forcing the customer to withdraw their money under transaction 4 ... I thought they would step up for the transaction without cash ...,NAG
But where is the road ...? ... the obesity of Indian roads can not be seen by our government officials,NAG
"India works for money, mafia, power.
works on performance, talent",NAG
"I want quick action against pak
As a surgical blow - 2.
Enough
Stop it now !!",NAG
ONLY 4 TIMES ..... WE ARE USEFUL LIFE ....... DEADLINE EXPIRES ..... VERY EASY ...... IS IT A WELCOME OFFER ...,NAG
"Shekhar Gupta performs tantra with her daughter, shhhhhh ... do not tell anyone. MMS is there with someone: D",CAG
"It was not against AK, but against the Modi government. Do not spread wrong rumors IExpress",CAG
Good afternoon ... after the results of SBI should we buy? I do not think the results are so bad,NAG
Well test 1,CAG
The host volume is high n the guest volume is low. Hav to play with volume using headphones.,NAG
He wants to be in news like Anupamp kheeeeeer and Gautam Gambhir,CAG
Where is the wapsi gang rewarded now?,CAG
"Vikas Giri, jajajajajajajajaja, that this behavior deserved it, we know how to treat India",NAG
"The bankers deducted my money ₹ 560 from my account for online purchases and you are thieves, not a bank.",OAG
"The government said ""it's okay, we have about 1.25 billion of them that you carry""",NAG
"It's because she is a girl. Before this, how many of these fatwas floated by these so-called Islamic protectors against male Muslim singers in India?",OAG
Education has also become a business.,CAG
Shri Vaishak S are we living for an eye for an eye? It is the same throughout the country and around the Glob. NE only one example of ours.,OAG
Does this mean that Misha is a puppy for Shahid Kapoor?,CAG
Indian Express Did you inform #Malda?,NAG
I used to think this was funny until I saw the AIB video about how the movies are really doing it.,NAG
Mr. BSE good long-term part ... or MCX better ...? :),NAG
"Yes, we know, but that is their language and everyone has the right to speak in their language so you can ask others if they can speak in any language.",CAG
The communists were defeated by the gangsters in Indonesia https://www.youtube.com/watch?v=Ky7Z4-UjaJI,NAG
big show!! Nilesh bhai is amazing ... I missed introducing him. I can have more details so you can follow your portfolio.,NAG
This will happen when you support terrorism in Pakistan ... Pakistan will react and react with style.,CAG
"His parents and the JNU staff must do it, but the delhi police do it. It's fine at least a bit of body here to teach them.",CAG
it's good that she is a housewife ... but her thought process needs to be refined ... stinks,OAG
Like Mulla they have green copyrights .... who the hell are you bakchod?,OAG
Temple in Kashmir you must b joke,OAG
the apartments are not sold ... do not force us to buy for the sake of the sales --- we are not slaves of the bankers and the government -come cnbc tv 18 allows to do fencing,OAG
"Respect to all religion sir, after all, we all have to die, and after death there will be no disturbances and there will be a complete silence.",CAG
then the ATM address is not working on your site showing its active,CAG
"Well said, the rest in the BJP are all small fish.",CAG
Why does Mr. Prakash diwan not come in the channel?,NAG
Pity about him. He shows the mindset of Congress that has ruined the country.,OAG
"Look who is talking :)

Last year, the singer was caught up in a controversy over singing on a Jet Airways flight using the plane's public announcement system. As a result of his annoyance, the aviation regulator and the airline suspended five crew members from the cabin.",OAG
Now z security,NAG
"The programs chosen by Mr. Modi as Make in India, Digital India, Start up India and many more are much needed programs ... but the sequence of implementation is very dangerous for India ...",NAG
There is a big difference for ticket prices at $ 33 and for tickets at $ 7,NAG
"If all is well, and he also lives here, then why not be an Indian citizen?",CAG
"We put Trump in the White House
We can take Starbucks out of business
They want to hire refugees over Americans!",NAG
"If companies stop offering commission to doctors and schemes to chemists, patients will get medicines at affordable prices and also the medical sales person will not lose their job. Today the situation is that of a poor patient who feeds, a chemist, a distributor, sales person,. all this is flourishing for the poor patients, the sick. All this debate that is taking place on the television is useless, instead, the government should dig deep into this matter and publish the report openly so that the people of this country know the biggest scam going on for decades in India.",NAG
"eat men, men of complete stop, men script ... all grammars in common man",CAG
Jigar Patel good answer brother .. Nice,CAG
"Sir, can we expect a big rally at SBI as bank of India ????? anuj sir",NAG
"You can not go back directly unless you fall off a horse,",NAG
Baby,CAG
"I mean, look at that dress ... it's like sweeping the earth and everything outside the apartment, and the fashion police will give a go-ahead to anything that is weird and unusable in any way out.",NAG
"Gandhi, Nehru, Bose and others ... fought for the freedom of the cows of British rule.",CAG
I condemn ... such acts ... it is written ... in the holy Qur'an ... do not break the temple and the monasteries ... shameful incident,OAG
azaan ends in 3 minutes without noise and the air pollution of the vehicles bothers me throughout the day. So it also vetoes vehicles,OAG
NDTV does not tell us the cast of the cow! Incomplete reports is bad 😂😂😂,CAG
MODI'fying India.,NAG
I will definitely see it later,NAG
U should join beeyeepeee,CAG
"The country would prefer to be ransacked for a couple of months instead of forever ...
Also ... look on the positive side ... it's an organized booty, not disorganized like yours. At least the current PM is trying to organize the system ...",CAG
"One way to cause destruction between the pious relationship between Hindu brothers and the cowardly Muslims does not deserve to be here ... the enemy of peace ... instead of banning the speakers, you should try to impose the prohibition of alcohol as a social evil If you drink in large quantities ... you should ban the nudity of Bollywood films that cause an increase in social crime ...",OAG
Shem,OAG
Mr. KRK is not able to understand the Bahubali movie.,OAG
"The government of Akhilesh initiated mega-projects such as the Agra-Lucknow Highway and the Lucknow Subway, which were not part of the manifesto, while some of the promises were partially fulfilled, and others were not.",CAG
P M Sahab is an opportunity to change the clothing press conference. Let's say we condemn,CAG
Nilesh Shah is constipated with words. I wonder about your suggestions. Not putting my money in your reco.,NAG
Trad by BJP,NAG
Richi Aggarwal ... the video is available on YouTube ... check it ...,NAG
"But then, why do your sacred books say that eating and using animals ... correct me if I'm wrong?",CAG
What is your point of view about mahindra buying a bsa motorcycle from the United Kingdom?,NAG
Do you want to know I do not know how to do this,NAG
I did not know that the rain would influence vehicle sales.,NAG
"No Rafi RSS was never compatible with British. Just think about what Islam is about, it's about Islam and Islam, everything else is flying in milk to be able to talk. RSS in a Hindu majority nation is Hindu, Hindu and Hindu.
On the murder of Gandhi, yes, it was justified taking into account the time it happened. The nation is a partition on both sides and the massacred Hindus are arriving from East and Wast. When Hindus and Sikhs retaliated, Gandhi continued his usual fast until death. Did that stop the Muslim chaos?",CAG
People in Congress come to Parliament every day to feel insulted 😂😂😂😂😂,CAG
BJP DEBE DAR BOLETO A KIRAN BEDI CONTRA ARVIND KEJRIWAL,NAG
"Anna always wanted to stay away from politics, so why the question of her decision?",NAG
I love the Punjab but not the tiebreaker,NAG
Rahul Bhaiya wonderful interview and good opinions on the whole situation,NAG
Now he should compete with the Lok Sabha post in the future. That will also give credibility to their claim to the oppressed champions.,CAG
"Ajay Singh Baghel
Pls do not pass these kinds of prayers
Ur is great and the thought of Ur is good
Stay blessed bhai",NAG
@pigs there are 100 million Hindus in India. So please......,NAG
these drunk imprudent celebrities will not learn,CAG
"The Dabba trade will benefit the market ... Is not it? Either way, they will return legally ... Are they not reducing too much based on levels the last time?",NAG
¿No es gundaaraj en bjp gobernado jharkhand?,CAG
You're right.,NAG
I agree with Sonu Nigm,CAG
This statement does not justify the murder ..,NAG
The change of government does not bring changes in the difficult situation of law and order in my province.,CAG
and we give this banana in gand of endian randians,OAG
"If you believe that what the airline did was WRONG, share this.",NAG
"Up to Wat levels, do you see a beneficial correction to buy in dives?",NAG
Poor people do not watch movies and pay like you,NAG
Well said ....,CAG
"We need to give them helicopters! The militia believes in the escalation of violence. Red flag, the zones and the rest of it can be handled by the paramilitaries. Our suggestions only provide a lateral thought to the complete enigma.",OAG
"A community has begun to kill humanity on behalf of the cow, since a community was killing humanity on behalf of Allha. It seems that Hindus have also begun to humiliate humanity.",OAG
"Confused! The new video of guys is ready, do not hesitate, thanks. https://goo.gl/XuclJV",NAG
"In addition, ABVP must apologize to Kanhaiya Kumar and pay him compensation for defamation.
http://indiatoday.intoday.in/story/kanhaiya-kumar-jnu-sedition-row-anti-national-slogan-clean-chit/1/893997.html?sr=fbia",CAG
"Summarize the direction our nation is heading, brother ...",NAG
"Hi, can we expect the NBFC to meet more ...? Views in LT Finance",NAG
NO it RSS MCD BJP AGENTE,CAG
bjp pigs,CAG
Why should we wait 2022 why not issue loans to poor families?,CAG
So stupid of them. Hahahaha,CAG
"Yes, we remember that it is the largest terrorist country in the world ... and will do anything against humanity!",OAG
Wife of Shahid Kapoor ... Go first to get your own identity ... Not everyone is as rich as you!,OAG
Who is relative,NAG
"However, explain how he credited the Pokharan II to Dr. Kalam. Obviously, I did not want to give credit to BJP. I guess he was still in his ""kenchuli""",CAG
"Hehe, that was just a joke, as Indian as I was.",NAG
"Yes, it's okay, it does not hurt the cow, it's innocent",NAG
Height of stupidity,OAG
Pakistan made a mistake in giving access to the Afghans when the Soviets were there ... next time it will not happen,OAG
"What f. Ck, let's ban all the vegetables, so now the buffalo has less life than the cow. In the 21st century, we are seeing reading and debating about what?",CAG
very good,NAG
Very pathetic,OAG
Mayawati is right,NAG
Bajaj press release: the bicycle is not starting,CAG
"The most important thing in marriages is that a group of people hijack the road and dance on the road with a high volume of sound. Not only does it bother people who live nearby, but it also alters traffic movement. It should stop first.",OAG
"Actually, what scam was shown in the courts, I never understood it, all the people continue commenting on the judgments of the media",CAG
BJP 200+. Because people are intoxicated today.,CAG
People who hate Modi are mostly corrupt or illiterate,OAG
Asrar Nazir Taimoor the lame was also a Mongolian Turk ..,NAG
What can this policy have in the primary bond distributor such as PNB GILTs?,NAG
Can you name an action that has less than 50 in the denomination with solid foundations? I'm going to put up with 3 years ... 5 years ... but you should have dinner in a multiple bagger ...!,CAG
"Great work Modiji, but even look at the people of lower class and doctors and their hospitals too.",CAG
"Instead, regulate existing cars with stricter emissions controls and prohibit passenger diesel vehicles, that would be enough.",NAG
I am so happy to see that there are still people like you! All these young people want to tell the world to some! I hope everyone returns safely to the houses!,NAG
"#ENTERTAINMENT | ""The suit starts doing a lot of things, you know, it has a holographic interface, and things like that"" - Producer Eric Carroll
#SpiderManHomecoming",NAG
Should I sell RBL n dmart? I have both of ipo,NAG
Head of the most corrupt government. to date.Shame from your part👎🏿👎🏿,CAG
The screenwriter had only imagined a single actor and had only met an actor to complete the work that is our lalettan ... We do not want your opinion if mohanlal wants to play dhritrashtra or dronacharya ......,CAG
"Swati Mandyal, you want it! 😂😂😂",CAG
Hard work means turning pineapple water into coconut juice😀😀😀😀😀,CAG
You are Sanghi legitimately,OAG
Previously it was a woman's rule that is to date continue in corrupt criminals Congress Party.,OAG
The best solution is to turn off JNU. It is not necessary to spend money from the Indian taxpayers on this anti-nationalist student.,OAG
The ban on oxcarts was enforced in the state in 2014 after a Supreme Court order in this regard.,NAG
What is this bahubali? I do not want to see this movie,NAG
What was your problem? Black oil marketing. Bloody thieves only slandering Islam.,OAG
"See that this man will perform, will be a master of tasks and will eliminate corruption from top to bottom,",CAG
"At the moment of departure, the dog of happiness sings.",CAG
The death of the wife is not a problem in Modis's rule ... the problem is triple talaq ...,OAG
"Hello, Anuj and Sonia Shenoy always ask you to listen to you. what sight in banknifty",NAG
"America n Russia both doing the most important thing in their common goal ...
..
..
..destroy Syria ...
..
..
Keep going",OAG
"Divide and govern politics. Previously, the British did it now, our own representatives are doing it to get votes in the next elections.",CAG
Now come out with all the excuses.,CAG
Excellent Manisha waiting for youtube version of the full coverage,NAG
"Why not in another name instead of ""tax"" and make it voluntary?",NAG
"People like you, recover the country. To understand the PM thought process, you need to have vision.
Unfortunately, people like you do not have that vision and are happy to live from their independence.",OAG
In NorthEast until there is an Aadhar card for the towns ... but before the animals get an Aadhar card in India. Proud to be a Cos instead of northeastern people.,CAG
maybe you should know the reason why there are Maoists in that part of the region.,NAG
"Behind the head of the army, Bajwa soldiers belong to Gilgit Baltistan (NLI), who carries cultural topi from Gilgit Baltistan. India clams GB is your lol",CAG
"He should retire as a player too
There is no place for him",NAG
GMO violence against women is a historical fact and also a worldwide phenomenon. Movies only show what already exists in society. . 😣,NAG
"And you, sold this country to China and turned a blind eye to the Islamic foundations? It's this sicular that he's talking about",CAG
"Everyone knows high level corruption in DCM, but we are doves, we always close our eyes when we see ....... 🐱😂😁😀",CAG
"India plagued by mafia gangsterism. Gentlemen. Clean that first, corruption will vanish.",NAG
"This secret bunkum has been arrested for a long time. Modi has no idea what he was getting into, he's living in a bubble",NAG
"Rajveer ji, but most have already endorsed the opinions of Girish ji.",NAG
"Yes, let's start from our own backyard",CAG
"Or maybe just a few hours! 😂 Since I think we're going to bore super quietly, hahaha AAnisha Porwal",NAG
If the interest rate goes up by fed ... then what is the effect on ingenious,NAG
"This Marxist ideology caused the cumulative death of 100 million people in the USSR, China, Vietnam, North Korea and other countries around the world in the last 200 years.",CAG
"Not all retailers are involved in digital transactions ... The poor are struggling ... Think about the reasons why other denominations, except 1000 and 500, are not yet available to the common man.",CAG
Moral and Kejriwal are kidding.,OAG
"Paul Manish asks your mom who is your father, he is Muslim alone hahahahaha 😂😂😂😂",OAG
"Well said ... Now sonu does not have songs to sing ... As the father on the side of the road is singing his old songs ... Let's give some rupees to this forger. Head of advertising, mentality person is sonu nigam",OAG
"Congratulations Rahul ... mom will be so happy with your joke ... 😎, best comedian in the Parlamentol",CAG
"Prohibit speakers in religious places such as temples, mosques, gurudwaras, etc., prohibit cookies during diwali or allow organic cookies. Allow only a pleasant color for the skin during holi.
Religion and devotion must be limited to oneself. Its effects should not be imposed on others in the name of secularism.
Actually, Sonu Nigam posed a good problem. It's just that he counted on only one community, so people overreact to what he said.
Please let the country work with common sense instead of religion.",OAG
"Abolish poverty, employ and contain a radical Marxist ideology",NAG
The main members of Jio will take advantage of the benefits of the New Year's plan for another 12 months: Mukesh Ambani,NAG
"Mr. Gaskin Jews are not murderers and they have had that land since the Old Testament, Exodus is a clear fact and you sir is anti-Semitic and you are wrong,",OAG
"The cowardly army of India deserves it because this army of the female army that kills innocent civilians in Kashmir has no mercy, because India today is the extreme wild dog of the Indian terrorist.",OAG
"As you know?

It's easy to criticize ... you know the population of size n of this country",CAG
Unsuccessful cricketer? Ur crazy. How did he fail in cricket?,CAG
The demonetization helps the market to more businesses and the double transaction,CAG
"What interests me the least is the windfall, which is 1 lakh crores or 0 crores ... This demonetization has changed the psyche of people by accumulating money. There will be constant fear of accumulating even notes of 2000 Rs. People began to move to banking and began making digital payments through thro, which helps to expand the tax base. People who process thro banks will be eligible for loans. Currently, poor loans are 3-10% per month and can go to banks to obtain loans at 10% per year.

With GST, the indirect tax regime will be reformed and reforms to the direct fiscal regime are being carried out, such as the elimination of exemptions.

Tax rates for land registration should decrease, as suggested by NITI ayog, so that everything can go blank. The government can use the benami transaction act to prevent future fraud. The desmoetización is the base of the reforms. Lata Venkatesh is highlighting extraordinary earnings of non-deposited cash ... We must take into account the long-term health of the economy",NAG
No news channel will discuss this topic. All have become bjp mouth pieces,CAG
128 in 20 overs ... Runrate around 6.5 ... KKR was always going to win ... Plus 48 in 6 overs is like chasing a 160 goal ...,NAG
"Nonsense Salman means that Allah should not punish sinners, but must kill the devil ... Do not deceive the innocent ...",CAG
"REPENTMENTS MR.VIJYA MALLYA HAS DEGRADED HIMSELF. YOUR TOP WITH. UNITED SPIRITS &
UNITED CERTIFICATES.
HE TOTALLY ENJOYED AND LEFT NOW
WHAT MR MALLYA ?????????
SONI",NAG
"The real face of Shiv Sena on public display, no more voting for SSena! Look at Shiv Sena defending his goon MP! That's why I call this a revelation for the voters!",CAG
That is the honest truth of the gods. She's crazy!,OAG
Clean Pakistan ... main culprit of all this disturbance,OAG
"Where is UNO, UNSC, OIC ,? Look at this damn pig that kills innocents of the order of Gaylani and Pakistan.
Look at the real face of this cowardly fighter of freedom.
The whole international community should see the real face of the terrorists of Kashmir and the fight of false freedom.",OAG
"That's why you gave it 2 stars. Once anti ppl, always anti ppl.",CAG
"Priyanka, Dimple Poster Mark Debut in the middle of talks of the SP-Congress Alliance",NAG
Jalal who you want to be that you also mention,CAG
Do not go with Rajini. Hemsy sooil your market. He lost his fantasy and mass due to his lack of clarity in his comments and speech.,NAG
"All the porkis ... learn a word ""BESTI"".",OAG
Happy b'day legend .. ..,NAG
The special rates of the international courier and cargo reservations extend until this month and also offer the franchise of the franchise and cnt zone: 9738406045,NAG
The next step should be the introduction of responsibility and discipline for the government servers in the center and even more in the states.,CAG
A person without anything without electricity and loudspeakers! May Allah forgive you for your ignorance ... and guide you to accept Islam. I pray one day for the Muslims to wake up and listen to your beautiful voice saying the azaan.,CAG
"I'm happy to see an officer crying. The police become so aggressive and abusive when some poor and helpless common men come before him. Without listening, they begin to stir for aam aadmi. When that bully behaves in this way he now realizes the plight of the poor man. This lady does not deserve the uniform of the police, it is better to be sent to the headquarters, a peaceful period.",OAG
documentary news is seen in nature ... originally produced in Gujarat now travels all over India,CAG
"Since you were wrong not to make your party, then ........ It's time to repent ...",NAG
"#INDvsAUS

Ravindra Jadeja with his 3-22 of 18 overs has presented nine maidens and could lead India to victory",NAG
"If the fight against corruption and black money is so serious, why are political parties exempt from the scrutiny of Income Tax by depositing old currency in their account?",CAG
Correct because how can you join two parties at once? BJP and AAP? Or the second thing is that you think that AAP is the only part that an honest man can join. That's.,NAG
It sounds silly. A poor girl or a naive girl is an easy target ...,CAG
"The reason why we doubt your faith in the country. Turkey has already said: if India participates in the GSN, it will also be given entry to Pakisthan.",NAG
"Buy gold / gold mining shares which is the only way to benefit financially from this event. I've already put in my order 🙏🏼
Gold will recover to $ 1500 - $ 1700 on the back of the Trump election",NAG
Let yourself be seen on the screen ... he is an actor gifted with god ... he will let you know your deep throat to make a demonstration,CAG
Your opinion about Maruti ... Your fall during the last 5 days ... is now below 5900,NAG
Ashok Ladia .... First learn to respect women and children ..... Thn Luk for your cows .....,NAG
"The Indians of the south are more literate, but these things showed that they were wrong ... Such a waste of milk.",CAG
Hello sir,NAG
I enjoy reading the comments. What kind of name is Dominar?,OAG
Do not forget 57 Muslim countries behind Pakistan we are pushed know how to fight inshaallah wr take the revenge of the 1971 war,CAG
We have congregational prayers,CAG
It's a stupid protest Mangalore bandh,CAG
Big Bazar is also Modi's agent according to Kejriwal 😂😂😂,NAG
PM Modi had the best intentions for India ... he is much better than anyone at any time ... but unfortunately I do not think he will win the next elections as he is making difficult decisions and most of India does not want to change ... may God be with him ...,NAG
Why did not you call the boycott when Ajay Devgan played Haji Mastan in OUATIM? Why did you shut up when Canadian nationalist Akshay played Dawood in Ouatim2 just because they belong to a different religion? Butthurt,CAG
bjp n congress r chips of the same block ..,CAG
"Royal Challengers Bangalore has registered only two victories in IPL so far, which could be the worst performance of a team in the history of IPL.",NAG
