comment_text,label
Reduce various government expenditures first.,OAG
"Only 8 teams in Cricket🖕😂
Indian Express says the teams competing😂😂😂",NAG
"In fact, he also tweeted about temples and gurudwaras. Only if you could read more than headlines :)",CAG
Tell me plzz i also want MPs,CAG
Thanks to MS S. RAJAMOULI for this wonderful movie.,NAG
"""Zombies"" started to ""eat"" each other, okay to finish it soon !!!!",CAG
Never think that the experience can do anything good in the country .. his will makes us super,NAG
If there is a sound of thunder then who can he blame,OAG
He is a master of computer language and hacking tips,CAG
"Rajkumar Panthoiren Only for stupid idiots like you, I wish you were born in Cambodia and that you were killed by communists as they did with 1/3 of the population, that also with sticks and machetes would have was fun to see marxism.",OAG
"Hi Sonia AnujJi .... pls shed some light on the pharmaceutical sector, call rates is not attractive?",NAG
"she is Brahmin, so no Hindu-Brahmin organization that lynches her.",NAG
Does this total amount come from all the individual black money above 2.5 lakhs of income per year ???,NAG
"Oh, that's why he first visited India after the referendum, not Pakistan.",NAG
I'm shocked that the Indians did not do anything good with the Muslim leader Erdugan,NAG
"When filing IT returns, there is an option for the Rajiv Gandhi Equity Savings Plan. . Is there an exemption for that ???",NAG
"Indian Express what's wrong with you? Why are you DailyO way. This poet asked everyone to come forward, whatever his party and for the nation. Do not use social media in Viral anything like your title.",CAG
now this is called the surgical strike that the enemy admits himself,NAG
sir bhakt r redy to join the armed forces of any nation need dm,CAG
This is called bhakti,CAG
That would happen when we would hire recruiters and try to take possession of almost anything without any vision ... He does not just make fun of all the Delhites who voted but also show how to abuse his power ... all the best coz Your blame game is your only initiative you've taken since you became cm ... shit !!!,CAG
"stuff the baby in the hamburger, make a baby stuffed cheese burger --- hot chicken Nashville presents",NAG
"Yes, the idea is good ... But difficult to implement right now. Jandhan",NAG
"Why do you want to complicate a simple problem? Half of our population, women, are deprived of basic and vulnerable human rights with things like triple talak and what else. Why not show your courage and logic? their rights?",CAG
He could have gotten along with the Indian politicians,NAG
"why should he answer congressis ??? The Congressmen should first clarify why they kept Muslims in India even after giving them 2.5 times more land / property at the time of partition of the insecure Hindus, looting and killing them like Gulshan Kumar by Hazimastan to Dawoodz all over India. I ask Modi G to deport all Muslims living in India as illegal occupants and to remove all human rights from the rights of Muslims living in India under the Enemy Property Law.",NAG
"I think this guy has a bad memory, he does not know that the demonetization took place in 1978 n Cong black money was wiped out",CAG
"BJP is only interested in the protection of cows. Meanwhile, a woman was brutally raped in Rohtak, Haryana. They are not disturbed about it. Useless evening",OAG
"Get your numbers and facts correctly! It's million, not billion!",CAG
Bjp grande victoire en UP et forme govt en Uttar Pradesh et uttarkhand,NAG
"Obviously your pussification is complete! Keep dreaming of a liberal utopia where everything you need will be provided by the government. It will never happen, but you can keep dreaming.",CAG
"Like eating meat, everyone has the right to keep his wife or not",CAG
Yes Kalpesh Jain You have the next stock of bluechip Edelweiss ... You can bet on Bharti ...,NAG
"Dear Narendra Modi ji, activists, MSM, NGO & Leftist have not voted for you ever. We voted for you. Vis their opinion. Do the necessary, without mercy.",CAG
Thank you very much Sonia ....... and another thing is that I am a long time in sunpharma what?,NAG
"Congress had to accept that the lower, middle, and common peoples had left them faith because of their poor planning. They must accept that there is no leader who can stand up to the challenge and help Sh. Narinder Modi and Amit shah BJP Party.",CAG
He is the 9th powerful man in the world do not forget everyone,OAG
Ask smith ??? He said that India will never win in SA ........,NAG
He has lost 15 kilograms since being fired from the ministry.,NAG
The congress is a band of jokers and the biggest clown rahul,CAG
"Two high profile fake stories
1- Pak enters India, kills an Indian soldier and mutilates the bodies and returns safe and sound while the rest of the Indian army sleeps.
2- Ajmal Kasaab managed to sail from Karachi to Mumbai in a boat while the strong Navy of India was asleep and brutally killed people.",CAG
#hinduphobe Indian media burn burn,CAG
Many Muslims in India name only Muslims but they do not know anything about Islam,OAG
"10 kashmiri lakh pandits ????
When and where are the monuments that I manage it varies the first time of you Mr. Phanindra Kumar",NAG
"With a stammering, selfish and selfish anchor, taking over every day from 8:00 am, it is surprising that CNBC is a leader. Whoever she interviews is repeated ad nauseum.Mostly these interviews are her ego satisfaction and nothing of substance is being talked about.
I wonder if Mukesh Ambani khush hua is watching his channel!",NAG
So much sympathy for the thieves ... find no difference between the sympathizers and the thieves ... The sympathizers of the bcos are by nature communal and want others to be secular with them.,NAG
30 sheets only,OAG
"I think the Indian Express team only works in the BJP-controlled areas and emphasizes everything and everyone against the BJP-ruled states.
If anyone feels what I say is wrong
Ask yourself to check this page of all reports, you will find only BJP against the news",OAG
Those who have negative comments are involved in black money and bloody people,CAG
Ordinary people have been suffering for 60 years as well ... Can not we all wait for Modiji's complete action plan for 60 days .. India will change as long as we change our mindset .. The whole world knows its potential n appreciating his work .. patient guys .. The good days for India is still in loop,CAG
"HyDer Khoso Ordinary people in India and Pakistan want peace. Unfortunately, disturbing incidents are happening at the border. Pray for peace. [BTW, you'll love this video: https://www.youtube.com/watch?v=UiCBpKAwnjM",NAG
How much do you receive from BJP per month,CAG
Why are they wasting milk? Respect is given by the heart that does not show all that nonsense.,OAG
"When BJP is in a beep problem, Anna comes to the rescue ...........",CAG
Simple tactics to divert the attention of the President of #Turkey visiting ... a poor policy ... #The massacre of 34 Sikhs by the police was a similar thing .... #Uri attack .. any false propaganda to divert the attention of #KashmirIssue,NAG
Sir some educated people not understanding the benefits of this ..,CAG
All r bakhts looking for happy vry,CAG
You have an opportunity to explain but few people lynched before they could explain.,CAG
"https://www.facebook.com/indianexpress/?fref=ts

Dear Indian,
I'm sorry to write that your reporters are there to misinterpret the events and present them in a distorted way just to make sensational headlines. The news about future singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists do not even know the difference between fatwa and call.
A fatwa is a non-binding legal opinion issued only by a qualified lawyer (Mufti) at the request of a person who does not understand the religious guidelines while the booklet that is distributed and presented as Fatwa is only a paper copy an appeal signed by 46 men who believe in religious practices. The merit of the appeal can be discussed on many points and in many dimensions, but first and foremost, an appeal can not be called a legal opinion (Fatwa).
We are waiting for an apology from you for such an error.",CAG
Why does BJP object to all this? Irritated!,OAG
Just do 3 things sir .... pass Janlokpal ... 2) declare donations to your party .... 3) the prison who are guilty of corruption !!!,CAG
"Poor infrastructure, less sincere and ineffective, even ignorant teachers, and without professional supervision and gradation!",OAG
"I bought adami @ 98 companies, do I have to wait or sell?",NAG
"UBI. Will become booty
Provide a job like China and old Russia
But
No money like UBI
Do not tax more taxpayers

Almost 2% pay

Lamba collar",NAG
Some cases of abuse are there. But at mob it happens.,NAG
Sounds like sonu is now preparing for a current government award.,CAG
"Navraate Festival only goes from 8 to 9 days but no matter the morning and evening, some people are comfortable and others are not, so everyone has the right to say and sleep well.",CAG
"What about married program every day playing speaker, On Diwali burning a lot of noise pollution in the cities sleepless night. soni nigam do something",CAG
Pakistanis think they are innocent,OAG
Jio is very slow,CAG
"Finally, there is some support for the Congress! But from the newspaper, nobody buys. Which is far from logic and reality. They ignore it as if they did not know Rahul Gandhi & Congress. I have serious doubts about the name of this newspaper. They must rename it Anti BJP Express 😂😂😂",OAG
#ENTERTAINMENT: We know that #KanganaRanaut has left you puzzled if not angry and we know exactly why. Karan Johar,OAG
"If you want to send a message to the media by sending a message, please log in to your account.",OAG
"Height of stretching of his imagination. Comparing a terrorist, fleeing the law of the earth, with a face to him.",NAG
Lok Sabha became a fish market with the congress and other party leaders ... so he felt they did not deserve his explanation on demonetization ... people with black money will only give negative comments ... we appreciate your idiots pain ... 😀😀😀😀,CAG
"Mam gives a long-term vision on Reliance, Reliance and Relcapital .....",NAG
"Good job, continue sir, do not stop this tsunami against corruption and black money.",CAG
We were happy that you joined the BJP.,NAG
"#Masjid Muslims is a house of Allah and to protect Masjid is our mandatory rights at any price maybe we Muslims are weak in power power, but the time will come as it came upon our Prophet Muhammad after the migration to Madinah Al-Munue'wara and they conquered Makkah without bloodshed from a very powerful tribe # Quresh whose power even Holy Quran describes these guys RSS or BJP or VHP or Bajrang Dal or Akhil Bhāratiya Hindū Mahāsabhā or Zionist Israel or any body are nothing in front of the Quresh tribes of this time so just trust Allah Masjid is his home and he will protect his home BUT we Muslims must put a peaceful effort #Jihad संघर्ष Struggle for Masjid especially ancient and fight in self-defense n resistance to protect the house of Allah in Ayodhia called Babri Masjid and Masjid Al'Aqsha in Jerusalem",CAG
https://youtu.be/EarUbLM5cHA A WALK IN THE AREA OF CALAIS JUNGLE BEFORE THE CLOSURE OF THE 'JUNGLE',NAG
Pakistan did not accept the ICJ as India did in 1999,OAG
"Innocent people are dying because of the political game in both countries. we are different by religion, but we are human, stop that as nonsense things. every people wants peace and wants to live in this beautiful land and life is precious to their family members. Wake up ...... India and Pakistan.",CAG
ITC Ltd will have huge losses.,CAG
Hypocrisy is not just about owaissi. Bjp is also,OAG
You should not make a negative remark about another brand. Each brand has its own heritage and motto,CAG
"just look at their story how a leader became their main leader and after his death what they did. who were their khaliphahs and how they were killed and how they came to our land and deserted our temples and our culture. they are nothing but invaders and uncivilized inhumans. So, what can you expect from demons? and especially pak punjabis. they are the main source of terrorism in our country. we can answer in their own way. why do we bury their terrorist just if they do not accept it as theirs. give those to shoot during their cremation. burn them to ashes. and they only know the language of war. you can try to have a word with them. I assure you that never can bring results, they have the blood of cruel invaders like isis, gauri and khilji or taimur. They just need to be answered like Russia, the United States or Israel. if India will not do it. It is an incurable virus. all the others expect the Muslims to want to live a life but the life of the Muslims begins after their death. so how many qafeers they have killed or converted is the bassis to get their khuda. oh sorry bad word. now their khuda is marked as Allah's new Arabic. so it is the basis of how close they are to Allah and how many times they get in jannat. they must take nothing from humanity. theirs is not such a word in the arabina dictionary called humanity. I think it's so good that a country like the United States or Israel is here on earth to stop such demons. we are with israel and usa.",OAG
* Humas explodes on contact with an infidel *,NAG
"actullay he is mentally retarted person, he should be brought to Kashmir so that a good lesson will be taught to this rascal.",OAG
simulacrum about this man how do people like these become ministers,OAG
72 million is well above expectations of 20 to 30 million,NAG
Wait n look until May 2019 will get the pm poll results until the follow,CAG
"Palaniswami, Panneerselvam and all others at AiADMK should come together and form the government. They should also boycott and remove Sasikala and all family members near and far from AIADMK. This is an opportunity to clean and clean the Tamil Nadu of the corrupt woman who should never have a chance in a new social life. KILL CORRUPTION AND TAMIL NADU HAS THE POSSIBILITY OF ESTABLISHING AN EXAMPLE FOR THE REST OF INDIA.",CAG
Was it because they did not have money to demonize?,NAG
Why is it spraying cold powder ... is there a new program?,CAG
good decision ... will send a signal to all power hungry people who want to jump to PAA,OAG
"There is a big problem with the scoring system where students who do not even know the subject in mind about this in places like bihar. So my question is, how are you going to deal with problems like these?",NAG
Idiotic news. Nobody really cares about the British royal family. These people have enslaved India for 300 years and Randi TV is orgasming their baby! Shame on the randi tv colonial hangover,OAG
"So she means that the baby is like a puppy to the working parent. Who should go to work. Is not her husband a parent of her child or is she the only parent? Then, according to his statement, Shahid should also sit at home. Being a housewife is not an easy task. But, it's a very stupid statement.",OAG
Incredible baba realizes that iron is cut with iron ... but corupt politicians do not ...,NAG
"Do not get into religious stuff. Your point about the technical quality of Bahubali taken, Sadat. But on religion, let's not even start a debate about ""uncorrupted"". Corrupting the minds of young children who do not even have the ability to choose what is right and wrong, and putting them in front of a Koran to memorize them is simply wrong and makes it a form of child abuse. Even a monkey can be trained to do something if he is forced to do so and not to have a choice. Does it make a monkey a Haji or an Imam? Nope. Give your children choices. And let them decide what belief suits them.",NAG
Unwilling to speak in Parliament but does not waste any chance of speaking outside because he has no one to answer,CAG
A perfect politician and really everyone should be proud that in a dominant male society a daring woman like her who has faced all the struggles to become CM of Tamil Nadu. A faithful respect to Amma Selvi.J.Jalalalitha. Rest in peace 😥😥😥✌,NAG
"I am not Pakistani. There is no scientific document to support your claims with the marriage of cousins.
While there is a community among Hindus who have a marriage with mother (maternal uncle) who is the direct lineage with the mother and is considered incest.

Cousin on the other hand have a different lineage because their fathers are different. Do not play holy.

Btw, you have deviated from the subject!",OAG
"Hahahhahaha Look at these fools what you did, you sperated a country A Muslim country on the world map, we have no problems with them because our Muslim brothers live happily .....",NAG
Muslims create new enemies by such hateful comments. Be Indian first. Ignore religion.,CAG
Well said!!,NAG
"What is the logic behind this?
You should also stop using Facebook, smartphones made by other countries and use Indian products.
😂😂",NAG
"Sony bhai, your kind of people lives in coucous lands",CAG
"He thinks effortlessly, it's easy to get the Harward diploma, we can expect something from this man",CAG
Yes,NAG
Why does he remind me of Steve Jobs every time I see him? 😯,NAG
"Mr. #narendramodi Please remove the GST from the computer, magnetic card machine and Internet service",CAG
"That's what he does, sir, he's making people like voting bank",CAG
Mr. chuthiya what about Malaysia Indonesia Turkey Turkey ????,OAG
Ask Choutiia Modi and those gandoo who worshiped Trumph's photos. Even the gandoo media like Zeenews were happy with his victory.,OAG
Congress is much better than the terrorist BJP. The current government of India knows only to provoke ... to spread anarchy ... to create tensions between the two countries ... Will this atmosphere be good for the peoples of the subcontinent?,OAG
"Bjp should not waste time in kerala, keep this state on hold, take it last or before the turn of the list.",CAG
... Modi has never regretted the heinous crime committed by him. Thank God he does not have a family,CAG
Does this rule also apply to political parties? :),NAG
"Violence is not the option anywhere anytime. That said, it's stealing - that's the problem. People would have been ok if these people had stolen something else then? Why do you shout cow cow cow for everything and try to politicize even small flight? Idiots of media.",NAG
Looks like an expert in democracy,CAG
"Mr. Jogi, are you silent on these issues knowingly? Maybe because one, two incentives can escape your attention, but not in series. Saints teach sincerely, but those who practice them are called Jogis. I did not find my answer for your actions.",CAG
Here's what the stars are booking for you this week!,CAG
"Yes, and thank you for not joining the AAP. You would have sold it to the government in power.",CAG
Diggi is enough to bring Congress all the time down .... Thanks,OAG
"I think Anna is not as brave as he actually claims
He should have gone into politics and try to give good governance
Criticism is an easy task",CAG
Congratulations to our Senior Counsel and Ms. Sushma Swaraj,NAG
More than his tweet .. News channels create more controversy and fighting ..,OAG
"If these amounts are spent before starting the Olympics, we can have two or more medals :-)",NAG
"talk only does not help, no benefit for taxpayers, deceive the citizens of the last 3 years without development. Many false promises. why are public schools not improved?",NAG
Baahubali 2 not only speaks of the greatness of Indian cinema but also shows the power of imagination of SS Rajamouli who deserves all the applause: InUth,NAG
Excellent highly recommended and very useful continue the tempo,NAG
personal secretary of Lord Shiva is here ..amish selling near tooth paste,NAG
RSS should be declared a Hindu terrorist organization.,OAG
"To all those well educated Indians who talk about the poor all over the country. My only question is ... how much are these poor people going to suffer? I'm pretty sure they do not make $ 500 or $ 1000 a day so how on earth are they going to save or need the bank to change $ 4500 everyday ?? Unless they have saved money and now they need to change, but how much is in first place? Most of us just want to be keyboard warriors and just need a reason to hate .. this is a big step taken by the BJP and it will help everyone in the long run.",NAG
"Investors allowed instant access to MFIs with a cap of Rs 50,000 / day: SEBI",NAG
"If Michael Phelps was Indian, our government has to borrow from the World Bank ...",NAG
"Who can not understand Hindi, then go to your country. The national language of India is Hindi n not English or Urcu",OAG
"2 soldiers of the Indian army came to LOC for a surgical strike
And come back after the mutilation
😂😂😂😂",CAG
Totally agree with Sonu,CAG
Ribak Imdat EVM fraud ... LOL ... If #Atards still think that was the reason for the loss of Delhi and Punjab .... Then you are faithful to your name ....,CAG
This man does not know English so everyone can understand !!,CAG
"It is easy for Jeff to say that now he has reached a level in life.

Starters and startups will do something new to match Amazon and therefore the criticism",NAG
"Shamvil Hasan Kazmi
There he used centuries. No century. So, the centuries do not mean one. And 140 years are not even 2 centuries old. Your comment is also codswallop as you nimcompoop.",OAG
Block the movement of trucks with cows and buffaloes in the kerala of tamil.nadu and karnataka ... kerala does not have enough livestock to feed its population .....,CAG
"It's a fake. Indians nothing to say except barking. Read the reality

https://m.facebook.com/story.php?story_fbid=1829962477020770&id=111457038871331",OAG
"That's why ""living"" is usually a bad idea.",NAG
"This person is totally opportunistic when his fall begins, beginning to bark against him",CAG
The market will go up ... your predictions are never correct ... so do not spread lies ...,OAG
"Why JP receives special treatment ... if Unitech promoters are behind bars, JP should be the same ... TATA / Godrej should be invited to intervene and should receive a share of the assets so that they can complete the projects ... it's really ridiculous ... otherwise the buyers should form a cooperative and take over the projects / assets ...",CAG
The ruling parties of Muslims would never do what the current parties are trying to do.,CAG
How many of you know that all the internal war that Syria is facing started from Alleppo University and the University of Damascus ... if you do not do it then ... I think that we should prevent this type of cancer from spreading in our country.,CAG
"beta if your soldiers had the courage then they had not decapitated on a continuous basis,",OAG
You can also watch YouTube to watch the event: https://youtu.be/JZA2FMFgRv8,NAG
We should learn with him that the result is not important in your success.,NAG
"Great India and love for cricket can only make this possible,",NAG
Corrected,OAG
"He's just a famous time cricket player, not an opinion maker!",CAG
This modi bhakt was there?,CAG
"Once nice break 9240, it will reach 10250-10520-11250 during the next big rally until China settles its pain",NAG
Why the RBI has not lowered the interest rate to make bank loans cheaper despite the huge increase in deposits.,NAG
Hi guys .. is this a good time to invest in money market fubds as the bank deficit looks pretty good ??,OAG
What is secularism? Does it soothe other communities to the detriment of Hindus? These people are ashamed of their Hindu heritage,OAG
"2 evils do not make a right.
All these malpractices in the name of religion should be stopped.",OAG
Buy JAYBARMARU (code NSE-1708) @ 363 targets 410 in a month probably. stop the loss 330,NAG
You have manure full of head. offend you all with the kejriwal surname.,OAG
This man has lost his mental balance. Needs appropriate treatment,CAG
"It was a shame that Modi did not address parliament - for the first time, thought crossed my mind - that Rahul and Kejriwal are right in their criticisms",CAG
What will be the highest of all time in the near future?,NAG
The man always loses painfully. But how can he mutilate the soldier's body? O.7 million army deployed by the governments of India's Kashmir Valley. Pakistan's army goes inside India and the body of mutilated soldier then back to the barracks. If this really happens the Indian Army must take action on the sector commander .It is the failure of the Indian Army.It also proves that the Indian Army is weaker than the Pakistan Army. In terms of training and intelligence.,CAG
Hah! How powerful have they fallen! #ShameIE,OAG
Must look funny 😜bhangra 😂😂 https://youtu.be/fNbh3JePImA,CAG
"Vikas Agarwal - Your speaking skills are so poor !!
Who made you the GM of OnePlus India ???",OAG
"I hope Sonu remembers Shahbaz Ali Sayyed ... the boy who helped him when he was disguised as a beggar from the street!
I hope it was not Gundagardi but compassion .. Had a lot of respect for Sonu Nigham but I'm sorry for his illogical and unfounded comment that should have no place in a country like India.",OAG
Where is the intolerance group that returns the medals and the news group.,OAG
"Mooodiijiiie did not you know that black money in the form of cash is only about 2-3% ... it's like saving Rs.3 you spend Rs.30 .... in a country where more than 90% of transactions are in but remember that all this money is not black, your step has not changed except that it incurred 1.28lakhs on the government for your decisions ... this is the why the GRAND RAGHURAM RAJAN was against demonitization and because of your differing opinions he resigned from the post ... if at all there was someone who was responsible for the economic growth of India with the strongest GDP growth in the world while it was Mr Rajan ... These Bhashans by modiji is to cover up his bad measures",CAG
Why are you sad?,NAG
and should I follow the big ticket traders for buying stock,NAG
The Supreme Court runs the country because the ministry is not able to do its job.,NAG
"Finally, I can see his name now
Too good my dear",NAG
Already there is a big terrorist organization exists RSS and affiliate group those of you belongs,OAG
All this is happening with absolute knowledge of the sales managers of the oil companies. Why did not they take it for actions?,OAG
"🍄 The announcement came after an expert panel recently reported the damage to the Yamuna floodplains.

🍄 Osam-poste ❤ Indian Express ❤

🍄 Add Close • »Indian Express

<3 Like Comment <3

: o <3 Sahilbd.tk <3: o",NAG
Please contact,NAG
1.36L goes b a good position compared to Bullet lower than 400CC. Eicher motor gone case now.,NAG
"Boycott Chinese products, China is a constant bully for India, they use Pakistan and Pakistani terror support against India, they blocked the NSG Indian offer, more importantly, they stole 80 thousand from skms from Indian lands, China throws their products to destroy the Indian domestic industry as they do not want India to grow economically, so we want XI JIN Ping to come back",OAG
"You are a law student, that's good. But calling a terrorist a terrorist does not require study of the law.",CAG
"How to display HUGE AMOUNT will help a game?
It's just a matter of 36 hours before the truth is on the table.
Stop posting stupid stuff",OAG
The whole family,NAG
Certainly not a good shot of BJP. He has no vision except to give a nonsense statement.,CAG
"Ganpati Visarjan arrives once a year, in the same way that they have tajiya juloos. The problem is Azaan arrives every day. We live the fast life where ppl want peace in the first place after working all day. If someone wants to listen to a peaceful air, it is better to listen to him in the house without disturbing the peace of others.",CAG
Come on ... we'll show what our action izzz,NAG
"For the improvement of India (no party) Sonia, Rahul and Kejriwal should take leave of their profession of maladjustment. It will be a great service to the nation.",NAG
What a stupid thing. Stupid people fall into the trap very easily. Believe in rumors. Plastic rice and vegetables are much more expensive than natural ones. Nobody sells plastic rice. It's just a rumor ..,OAG
Happy New Year ekta What point of view of the action of the company NDFC,NAG
"THIS IS HAPPENING IN INDIA ... OLYMPIC MEDALS ... SINDHU RECEIVES MORE THAN 2OO MILLION DOLARS AND SHAKSHI ON 0.70 MILLION ... GREAT INDIANS, GREAT INDIA !! !!",NAG
He feels sad without BJP or Lotus.,CAG
The international press has been seriously injured. Pls sleep naked on a bed of water filled with ice water if the burnol does not serve its purpose.,OAG
🍁 SuPerB❤✌,CAG
What he said 100% agree .. Think of the country..Leave those bloody politicians who spread hatred and appeasement policy to divide us ... Sikh Muslim Hindu came to unite us for improvement from the country.,OAG
Are the guys waiting for Christmas to launch the bike,CAG
"Gud move, but arrange some relief for people in long queue",CAG
"8505050887 # get_immediately_solution_for_your_all_problem_contact_now & whatsapp
Vashikaran, love marriage, love problem, family problem, husband wife problem, business problem, child problem
# solution_with_100% guarantee",NAG
Proud of you @PM modi sir ..... we have never had PM like you .... continue sir ... we all have with you ...,NAG
UNFOLLOW now,NAG
"Zee News ki yeh News Hello, Punjab Main Congress ko Dena State .. just for the change showing news to win the faith ..

Only talk about Badla. 😎 Get more TRP. Zee News please let the citizen know how many CRPF die each year and what is the reason?",NAG
hahahahahahahahahahaha india tries to entertain he stupid nation silly,OAG
"OUR TWO HEADS
BUT
200 HEAD TO DRE URGENT BASE",OAG
"It's very personal what someone eats, but we must respect the feelings of people, she should not have made public ... Similarly, we must respect the feelings of others too",CAG
I know ... you like #KKR,NAG
The army captured him well. But it was fine when they hanged him in any city in Baluchistan. Public execution. We trust our army more than our lives.,NAG
No matter what kind of cards you play now ... one thing is certain you will not win this election in UP ..... mark my words,CAG
R martyring rath soldiers will stop in 2019,NAG
"Shruthi, pls spend some time in KASHMIR / KERALA / WB ...
good luck in advance ..",CAG
"The reason could be growing intolerance. After all, he's Indian patriotic
lol :-D",NAG
a job gr8 sir it's a help for the people of India at the time for India to go forward,NAG
The agricultural loan exemption will encourage people not to repay their loans: Shikha Sharma,NAG
Erdogan is a great leader who makes Turkey from the weakest economy to the strongest,NAG
"sir, you are one hundred percent correct mr.Anna est.a RSS to the core",CAG
Thank you Jio ... for such a wonderful experience. I want connectivity to improve. Congratulations on a brilliant start,NAG
What was BSF doing? They are the first seal layer.,NAG
"Too bad the people of Pakistan. They believe in everything their army and their government peddle. Sartaz Aziz himself told parliament that we had no evidence against Jadhav. Based on a video heavily edited under coercion, you believe it to be a spy",OAG
This video is for me to tell you about the show that does not hurt you .. harami media,OAG
That is true.,CAG
"Indian accusations of mutilating the bodies of Indian soldiers are false, the Pakistani army is a highly professional force and must never disrespect a soldier even Indian: ISPR",NAG
All these achievements are due to demonitization. BJP should repeat once again to eliminate total corruption and black money if they are left.,NAG
Now,NAG
Keep dreaming pranav daa .. it did not happen with the current regime ..,CAG
"Day after day, air pollution increases ... Some positive steps should be taken for improvement on this subject.",NAG
What is the problem with muslims.it impossible for a country to live with them.the country that accepted these people now face terror,OAG
It fits her well.,NAG
An idea of ​​whether sugar stocks will do well before the holiday season?,NAG
"Indian oil pumps are mostly involved in this kind of gasoline fraud and diesel theft?
What do you guys say about this?",CAG
wat will trigger a correction ..liquidity or politics?,NAG
"That's why we do not see any Muslim girl on dance and singing shows ... They just want to put them in cages and want to use them as child-making machines .... A GREAT HATE . eradicate these people. More than 10 Muslim clerics on the national media have openly stated that Islam does not allow such things and it is haram ... Now tell me is this 14th century where we live in Saudi Arabia ?? if not, then send these fanatical pigs to Saudi Arabia as soon as possible and then the two Hindu-Muslim brothers will live in peace.",OAG
He is bold and handsome for the top 1% of the country.,NAG
Deference is only great and useful.,CAG
80 to 90% of the Indian population works in the informal sector,NAG
I worked in Airtel more than 4 years totally chor hai Airtel co.,NAG
for,NAG
let the police fix the loss,CAG
Morons like you are the product of incest and consanguinity among cousins,OAG
"I hope he got ""business class"" seats there !!! lol",CAG
Muslim also believes in BJP .. !! Do you like sir ... har har modi ghar ghar modi,NAG
Then take BURNAL,CAG
"Check out these 10 cases yourself, when the Internet has continued to laugh.",NAG
SRS Ltd? How is this 5 year horizon?,NAG
"Even admired by people in the country and abroad, Rajan refused to continue for the second term as governor of the RBI. Why then politicians do not follow and give up their posts by refusing to argue after the elections? Is it not absurd to say that to serve the masses, they contest the elections by sitting on a wheelchair or walking only with the shoulder.",NAG
"Suzlon posted good results this time, is it a turnaround story now?
and what is the short-term vision?",NAG
"Come on, we're fighting mary kom ..... come on stage ... lets prove that's the champion .... meet the Egyptian boxer's face book
shiva shiva shiva shiva shivaya ... shiva ecstasy .celebrate the coolest",NAG
No action on the shyam benegal report .. shows a lot about 'Governance' ..!,CAG
You are very religious..😂😂😂,NAG
"If you want to know more about the country ... you are talking about the support of the country for the support of your country, so please do research, it is very important to have a logo.",CAG
"What waste? What are they supposed to do? Stop their operations? Should not they be making money, reinvesting in innovation for next-generation products and creating shareholder value? If they had to do total charity, what are their incentives to take risks and start a business? And how do they thrive on misery? Ibthink they give wonderful exit and platform and there is civil rest and order because of digital platforms ... are you ""didi"" or ""khujli"" disguised from everything your name's profile indicates? Only they can talk about such silly thing",OAG
Well ... now I can say with pride that females are actually toes with males ... no difference.,NAG
"You also say why people should vote for AAP ... ??? Who says it's an honest holiday ... every other day, they are involved in scandals ... If you do not know overnight someone can not hope for support ... BJP wanted to show the true face of the PAA to the people of Delhi and showed it ...",NAG
I think both r spoofed money wid now they are not going to play,NAG
".
The BM's policy is ugly and is at the bottom of the public behavior: if Mamata eliminates the ""bamboo"" from the public platform, some nincompoop calls the names: ""chakkaa"" to CM!
.
You get what you sow!
🥊🌶👞",OAG
"We remember Keynes now because Dr. Manmohan Singh quoted him in Parliament. In this sense, all the other quotes from famous economists should be shared and relevant even today. There are so many economic thoughts of the past that are not futuristic or relevant in today's world.",NAG
What is going on. how can they compare an expensive expensive bike with beautiful and bold Enfield.,OAG
"Bjp showed Uddhav itz place! 😂😂
Lions were tamed by #Namo 😎",OAG
"We, the keralites, love and respect each religion and culture. Regardless of religion and political preference, everyone in the state will be against this fascism. If the BJP seriously wants a political position in Kerala, then it must respect our rules. Seriously, these things will not work with us.",OAG
Real steel man like Sardar Vallabhbhai patel best PM ever,NAG
I do not understand if young people should have a good education or become a criminal to join a political party.,CAG
"This type of media divides India.
They are as responsible as these Kashmiri separatists.",OAG
This happened when civilians were fighting for cows and azaan.,CAG
Tiger is always right ..... proud to be gujju modiji .... u r d gretttt ....,CAG
"Demonitization brings change to a good selected candidate coming up Penjab, UP, Manipur, Goa election",CAG
Is mid cap a good investment?,NAG
Who is this idiot unemployed? What are his achievements?,OAG
"http://indianexpress.com/article/india/fatwa-issued-against-reality-singing-star-nahid-afrin-by-42-clerics-4569825/

Dear Indian,
I'm sorry to write that your reporters are there to misinterpret the events and present them in a distorted way just to make sensational headlines. The news about future singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists do not even know the difference between fatwa and call.
A fatwa is a non-binding legal opinion issued only by a qualified lawyer (Mufti) at the request of a person who does not understand the religious guidelines while the booklet that is distributed and presented as Fatwa is only a paper copy an appeal signed by 46 men who believe in religious practices. The merit of the appeal can be discussed on many points and in many dimensions, but first and foremost, an appeal can not be called a legal opinion (Fatwa).
We are waiting for an apology from you for such an error.",CAG
In this jungle raj anyone is able to take the law into their hands and loot and murder. What does this have to do with the movement of freedom. She obviously does not know anything about freedom. The comrades who call themselves nationalists today were talking to the British.,OAG
Kerala in no state in almost every clue. Check and find for yourself,NAG
Totaly cheap advertising because it's frust lack of work,OAG
